,gene,validation,Biological_process,Cellular_component,Molecular_function
14192,YMR104C,Verified,null,nucle,kinase
14193,YMR104C,Verified,null,nucle,null
14194,YMR104C,Verified,null,null,kinase
14195,YMR104C,Verified,null,null,null
14196,YER185W,Verified,transport,membrane,molecular_function
14197,YER185W,Verified,transport,membrane,null
14198,YER185W,Verified,transport,null,molecular_function
14199,YER185W,Verified,transport,null,null
14200,YER185W,Verified,null,membrane,molecular_function
14201,YER185W,Verified,null,membrane,null
14202,YER185W,Verified,null,null,molecular_function
14203,YER185W,Verified,null,null,null
14204,YDL195W,Verified,null,null,null
14205,SCER_lnc1855,null,null,null,null
14206,YCR026C,Verified,metabolic process,cellular_component,null
14207,YCR026C,Verified,metabolic process,null,null
14208,YCR026C,Verified,starvation,cellular_component,null
